iShares Core S&P 500 ETF
Fund Holdings as of,"Oct 16, 2025"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,048,850,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"PPL","PPL CORP","Utilities","Equity","338,976,759.03","0.05","338,976,759.03","9,085,413.00","37.31","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IR","INGERSOLL RAND INC","Industrials","Equity","336,882,431.13","0.05","336,882,431.13","4,443,773.00","75.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KVUE","KENVUE INC","Consumer Staples","Equity","332,677,382.09","0.05","332,677,382.09","23,577,419.00","14.11","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SMCI","SUPER MICRO COMPUTER INC","Information Technology","Equity","331,637,386.56","0.05","331,637,386.56","6,159,684.00","53.84","United States","NASDAQ","USD","1.00","USD","-"
"FITB","FIFTH THIRD BANCORP","Financials","Equity","328,217,650.36","0.05","328,217,650.36","8,132,251.00","40.36","United States","NASDAQ","USD","1.00","USD","-"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","Industrials","Equity","325,876,500.18","0.05","325,876,500.18","1,439,511.00","226.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ES","EVERSOURCE ENERGY","Utilities","Equity","325,332,238.08","0.05","325,332,238.08","4,559,028.00","71.36","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TDY","TELEDYNE TECHNOLOGIES INC","Information Technology","Equity","323,137,495.00","0.05","323,137,495.00","575,500.00","561.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AVB","AVALONBAY COMMUNITIES REIT INC","Real Estate","Equity","322,215,834.76","0.05","322,215,834.76","1,746,806.00","184.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FANG","DIAMONDBACK ENERGY INC","Energy","Equity","322,045,185.84","0.05","322,045,185.84","2,309,561.00","139.44","United States","NASDAQ","USD","1.00","USD","-"
"SYF","SYNCHRONY FINANCIAL","Financials","Equity","321,123,638.75","0.05","321,123,638.75","4,571,155.00","70.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DXCM","DEXCOM INC","Health Care","Equity","319,600,558.53","0.05","319,600,558.53","4,818,341.00","66.33","United States","NASDAQ","USD","1.00","USD","-"
"CNP","CENTERPOINT ENERGY INC","Utilities","Equity","318,174,901.14","0.05","318,174,901.14","8,020,542.00","39.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BRO","BROWN & BROWN INC","Financials","Equity","314,730,445.62","0.05","314,730,445.62","3,600,211.00","87.42","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HPQ","HP INC","Information Technology","Equity","313,877,473.60","0.05","313,877,473.60","11,539,613.00","27.20","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ODFL","OLD DOMINION FREIGHT LINE INC","Industrials","Equity","313,742,623.10","0.05","313,742,623.10","2,271,851.00","138.10","United States","NASDAQ","USD","1.00","USD","-"
"GIS","GENERAL MILLS INC","Consumer Staples","Equity","313,401,026.25","0.05","313,401,026.25","6,568,875.00","47.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FSLR","FIRST SOLAR INC","Information Technology","Equity","313,373,216.03","0.05","313,373,216.03","1,317,857.00","237.79","United States","NASDAQ","USD","1.00","USD","-"
"VLTO","VERALTO CORP","Industrials","Equity","310,667,437.59","0.04","310,667,437.59","3,048,449.00","101.91","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPE","EXPEDIA GROUP INC","Consumer Discretionary","Equity","310,064,770.26","0.04","310,064,770.26","1,451,818.00","213.57","United States","NASDAQ","USD","1.00","USD","-"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Equity","303,142,400.05","0.04","303,142,400.05","1,284,665.00","235.97","United States","Cboe BZX","USD","1.00","USD","-"
"IP","INTERNATIONAL PAPER","Materials","Equity","302,526,722.08","0.04","302,526,722.08","6,486,422.00","46.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHM","PULTEGROUP INC","Consumer Discretionary","Equity","300,348,298.80","0.04","300,348,298.80","2,424,510.00","123.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FE","FIRSTENERGY CORP","Utilities","Equity","298,710,541.72","0.04","298,710,541.72","6,384,068.00","46.79","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPR","TAPESTRY INC","Consumer Discretionary","Equity","297,928,303.55","0.04","297,928,303.55","2,557,105.00","116.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PTC","PTC INC","Information Technology","Equity","297,241,010.37","0.04","297,241,010.37","1,471,563.00","201.99","United States","NASDAQ","USD","1.00","USD","-"
"ULTA","ULTA BEAUTY INC","Consumer Discretionary","Equity","296,480,383.03","0.04","296,480,383.03","551,807.00","537.29","United States","NASDAQ","USD","1.00","USD","-"
"LYV","LIVE NATION ENTERTAINMENT INC","Communication","Equity","293,913,699.69","0.04","293,913,699.69","1,937,339.00","151.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTAP","NETAPP INC","Information Technology","Equity","293,502,871.20","0.04","293,502,871.20","2,458,148.00","119.40","United States","NASDAQ","USD","1.00","USD","-"
"NTRS","NORTHERN TRUST CORP","Financials","Equity","292,671,609.35","0.04","292,671,609.35","2,349,455.00","124.57","United States","NASDAQ","USD","1.00","USD","-"
"CHTR","CHARTER COMMUNICATIONS INC CLASS A","Communication","Equity","291,253,060.32","0.04","291,253,060.32","1,140,648.00","255.34","United States","NASDAQ","USD","1.00","USD","-"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Equity","290,927,676.90","0.04","290,927,676.90","1,921,710.00","151.39","United States","NASDAQ","USD","1.00","USD","-"
"STE","STERIS","Health Care","Equity","290,865,367.80","0.04","290,865,367.80","1,210,426.00","240.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LDOS","LEIDOS HOLDINGS INC","Industrials","Equity","290,642,146.65","0.04","290,642,146.65","1,576,065.00","184.41","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LH","LABCORP HOLDINGS INC","Health Care","Equity","289,767,775.92","0.04","289,767,775.92","1,021,352.00","283.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXE","EXPAND ENERGY CORP","Energy","Equity","288,519,099.86","0.04","288,519,099.86","2,926,454.00","98.59","United States","NASDAQ","USD","1.00","USD","-"
"WSM","WILLIAMS SONOMA INC","Consumer Discretionary","Equity","283,328,812.50","0.04","283,328,812.50","1,511,087.00","187.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DG","DOLLAR GENERAL CORP","Consumer Staples","Equity","280,879,781.56","0.04","280,879,781.56","2,703,887.00","103.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPG","PPG INDUSTRIES INC","Materials","Equity","280,068,911.85","0.04","280,068,911.85","2,772,685.00","101.01","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HUBB","HUBBELL INC","Industrials","Equity","279,899,390.40","0.04","279,899,390.40","652,720.00","428.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOV","DOVER CORP","Industrials","Equity","279,833,026.86","0.04","279,833,026.86","1,684,422.00","166.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EL","ESTEE LAUDER INC CLASS A","Consumer Staples","Equity","278,518,380.80","0.04","278,518,380.80","2,877,256.00","96.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TROW","T ROWE PRICE GROUP INC","Financials","Equity","278,480,759.75","0.04","278,480,759.75","2,699,765.00","103.15","United States","NASDAQ","USD","1.00","USD","-"
"JBL","JABIL INC","Information Technology","Equity","276,579,733.46","0.04","276,579,733.46","1,318,679.00","209.74","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Equity","276,587,146.20","0.04","276,587,146.20","17,995,260.00","15.37","United States","NASDAQ","USD","1.00","USD","-"
"CMS","CMS ENERGY CORP","Utilities","Equity","274,870,625.25","0.04","274,870,625.25","3,677,199.00","74.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"K","KELLANOVA","Consumer Staples","Equity","273,956,568.72","0.04","273,956,568.72","3,303,866.00","82.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PODD","INSULET CORP","Health Care","Equity","273,451,998.69","0.04","273,451,998.69","864,561.00","316.29","United States","NASDAQ","USD","1.00","USD","-"
"TTD","TRADE DESK INC CLASS A","Communication","Equity","273,220,863.20","0.04","273,220,863.20","5,475,368.00","49.90","United States","NASDAQ","USD","1.00","USD","-"
"TER","TERADYNE INC","Information Technology","Equity","272,213,791.50","0.04","272,213,791.50","1,954,155.00","139.30","United States","NASDAQ","USD","1.00","USD","-"
"WRB","WR BERKLEY CORP","Financials","Equity","271,176,133.05","0.04","271,176,133.05","3,681,957.00","73.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NVR","NVR INC","Consumer Discretionary","Equity","271,119,198.48","0.04","271,119,198.48","35,646.00","7,605.88","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DRI","DARDEN RESTAURANTS INC","Consumer Discretionary","Equity","269,630,141.95","0.04","269,630,141.95","1,438,411.00","187.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRSN","VERISIGN INC","Information Technology","Equity","268,248,762.40","0.04","268,248,762.40","1,032,560.00","259.79","United States","NASDAQ","USD","1.00","USD","-"
"EIX","EDISON INTERNATIONAL","Utilities","Equity","268,145,785.20","0.04","268,145,785.20","4,727,535.00","56.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ON","ON SEMICONDUCTOR CORP","Information Technology","Equity","266,182,566.29","0.04","266,182,566.29","5,025,157.00","52.97","United States","NASDAQ","USD","1.00","USD","-"
"SW","SMURFIT WESTROCK PLC","Materials","Equity","265,067,138.88","0.04","265,067,138.88","6,414,984.00","41.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TYL","TYLER TECHNOLOGIES INC","Information Technology","Equity","263,712,890.54","0.04","263,712,890.54","531,101.00","496.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KHC","KRAFT HEINZ","Consumer Staples","Equity","263,104,666.72","0.04","263,104,666.72","10,469,744.00","25.13","United States","NASDAQ","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Real Estate","Equity","262,618,407.00","0.04","262,618,407.00","4,270,218.00","61.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHD","CHURCH AND DWIGHT INC","Consumer Staples","Equity","261,168,042.50","0.04","261,168,042.50","2,993,330.00","87.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SBAC","SBA COMMUNICATIONS REIT CORP CLASS","Real Estate","Equity","260,470,815.08","0.04","260,470,815.08","1,319,374.00","197.42","United States","NASDAQ","USD","1.00","USD","-"
"DGX","QUEST DIAGNOSTICS INC","Health Care","Equity","256,775,309.46","0.04","256,775,309.46","1,374,453.00","186.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Equity","256,463,419.14","0.04","256,463,419.14","5,299,926.00","48.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BIIB","BIOGEN INC","Health Care","Equity","256,273,565.70","0.04","256,273,565.70","1,801,445.00","142.26","United States","NASDAQ","USD","1.00","USD","-"
"RF","REGIONS FINANCIAL CORP","Financials","Equity","255,991,233.70","0.04","255,991,233.70","10,963,222.00","23.35","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NI","NISOURCE INC","Utilities","Equity","250,033,016.06","0.04","250,033,016.06","5,785,123.00","43.22","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DVN","DEVON ENERGY CORP","Energy","Equity","249,811,611.03","0.04","249,811,611.03","7,799,301.00","32.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPN","GLOBAL PAYMENTS INC","Financials","Equity","249,350,303.20","0.04","249,350,303.20","2,980,520.00","83.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WAT","WATERS CORP","Health Care","Equity","244,947,024.03","0.04","244,947,024.03","731,469.00","334.87","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STZ","CONSTELLATION BRANDS INC CLASS A","Consumer Staples","Equity","244,447,249.68","0.04","244,447,249.68","1,754,574.00","139.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CDW","CDW CORP","Information Technology","Equity","243,344,132.40","0.03","243,344,132.40","1,610,484.00","151.10","United States","NASDAQ","USD","1.00","USD","-"
"ZBH","ZIMMER BIOMET HOLDINGS INC","Health Care","Equity","243,180,200.08","0.03","243,180,200.08","2,433,749.00","99.92","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"STLD","STEEL DYNAMICS INC","Materials","Equity","242,501,148.45","0.03","242,501,148.45","1,699,973.00","142.65","United States","NASDAQ","USD","1.00","USD","-"
"CPAY","CORPAY INC","Financials","Equity","240,625,800.00","0.03","240,625,800.00","867,120.00","277.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WST","WEST PHARMACEUTICAL SERVICES INC","Health Care","Equity","236,008,659.81","0.03","236,008,659.81","883,299.00","267.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"AMCR","AMCOR PLC","Materials","Equity","230,406,883.96","0.03","230,406,883.96","28,305,514.00","8.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"J","JACOBS SOLUTIONS INC","Industrials","Equity","229,202,373.09","0.03","229,202,373.09","1,468,587.00","156.07","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","228,553,568.18","0.03","228,553,568.18","10,474,499.00","21.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GPC","GENUINE PARTS","Consumer Discretionary","Equity","228,519,291.00","0.03","228,519,291.00","1,708,300.00","133.77","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TRMB","TRIMBLE INC","Information Technology","Equity","227,629,194.65","0.03","227,629,194.65","2,923,195.00","77.87","United States","NASDAQ","USD","1.00","USD","-"
"PKG","PACKAGING CORP OF AMERICA","Materials","Equity","225,370,506.32","0.03","225,370,506.32","1,097,548.00","205.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DLTR","DOLLAR TREE INC","Consumer Staples","Equity","224,253,933.57","0.03","224,253,933.57","2,384,919.00","94.03","United States","NASDAQ","USD","1.00","USD","-"
"APTV","APTIV PLC","Consumer Discretionary","Equity","223,412,727.78","0.03","223,412,727.78","2,675,922.00","83.49","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TPL","TEXAS PACIFIC LAND CORP","Energy","Equity","222,211,685.72","0.03","222,211,685.72","236,854.00","938.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SNA","SNAP ON INC","Industrials","Equity","220,753,735.53","0.03","220,753,735.53","641,409.00","344.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LULU","LULULEMON ATHLETICA INC","Consumer Discretionary","Equity","220,596,232.46","0.03","220,596,232.46","1,340,033.00","164.62","United States","NASDAQ","USD","1.00","USD","-"
"IT","GARTNER INC","Information Technology","Equity","219,658,736.64","0.03","219,658,736.64","930,048.00","236.18","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EVRG","EVERGY INC","Utilities","Equity","219,161,552.50","0.03","219,161,552.50","2,827,891.00","77.50","United States","NASDAQ","USD","1.00","USD","-"
"PNR","PENTAIR","Industrials","Equity","218,923,430.50","0.03","218,923,430.50","2,014,015.00","108.70","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GDDY","GODADDY INC CLASS A","Information Technology","Equity","217,709,568.00","0.03","217,709,568.00","1,700,856.00","128.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LUV","SOUTHWEST AIRLINES","Industrials","Equity","214,815,875.85","0.03","214,815,875.85","6,452,865.00","33.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LNT","ALLIANT ENERGY CORP","Utilities","Equity","213,459,235.60","0.03","213,459,235.60","3,157,681.00","67.60","United States","NASDAQ","USD","1.00","USD","-"
"CTRA","COTERRA ENERGY INC","Energy","Equity","211,706,986.54","0.03","211,706,986.54","9,375,863.00","22.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WY","WEYERHAEUSER REIT","Real Estate","Equity","209,654,364.70","0.03","209,654,364.70","8,864,878.00","23.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FFIV","F5 INC","Information Technology","Equity","208,580,009.55","0.03","208,580,009.55","706,213.00","295.35","United States","NASDAQ","USD","1.00","USD","-"
"MKC","MCCORMICK & CO NON-VOTING INC","Consumer Staples","Equity","207,031,161.60","0.03","207,031,161.60","3,108,576.00","66.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LII","LENNOX INTERNATIONAL INC","Industrials","Equity","205,923,614.26","0.03","205,923,614.26","393,029.00","523.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"L","LOEWS CORP","Financials","Equity","205,190,123.67","0.03","205,190,123.67","2,090,151.00","98.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNC","CENTENE CORP","Health Care","Equity","204,287,018.76","0.03","204,287,018.76","5,731,959.00","35.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESS","ESSEX PROPERTY TRUST REIT INC","Real Estate","Equity","203,914,872.00","0.03","203,914,872.00","791,595.00","257.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FTV","FORTIVE CORP","Industrials","Equity","202,382,419.50","0.03","202,382,419.50","4,156,550.00","48.69","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrials","Equity","197,245,730.00","0.03","197,245,730.00","1,668,040.00","118.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IFF","INTERNATIONAL FLAVORS & FRAGRANCES","Materials","Equity","197,100,795.00","0.03","197,100,795.00","3,148,575.00","62.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INVH","INVITATION HOMES INC","Real Estate","Equity","197,114,118.00","0.03","197,114,118.00","6,928,440.00","28.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Equity","195,261,572.61","0.03","195,261,572.61","2,490,899.00","78.39","United States","NASDAQ","USD","1.00","USD","-"
"KEY","KEYCORP","Financials","Equity","192,148,098.82","0.03","192,148,098.82","11,451,019.00","16.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ROL","ROLLINS INC","Industrials","Equity","190,792,773.12","0.03","190,792,773.12","3,453,888.00","55.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOW","DOW INC","Materials","Equity","190,717,245.00","0.03","190,717,245.00","8,708,550.00","21.90","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBY","BEST BUY INC","Consumer Discretionary","Equity","189,648,338.88","0.03","189,648,338.88","2,414,672.00","78.54","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MAA","MID AMERICA APARTMENT COMMUNITIES","Real Estate","Equity","189,106,741.20","0.03","189,106,741.20","1,438,840.00","131.43","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALLE","ALLEGION PLC","Industrials","Equity","187,149,610.00","0.03","187,149,610.00","1,054,364.00","177.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HOLX","HOLOGIC INC","Health Care","Equity","187,161,180.00","0.03","187,161,180.00","2,732,280.00","68.50","United States","NASDAQ","USD","1.00","USD","-"
"LVS","LAS VEGAS SANDS CORP","Consumer Discretionary","Equity","186,492,688.20","0.03","186,492,688.20","3,795,130.00","49.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMC","OMNICOM GROUP INC","Communication","Equity","183,720,577.32","0.03","183,720,577.32","2,379,492.00","77.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","Information Technology","Equity","183,688,908.13","0.03","183,688,908.13","624,941.00","293.93","United States","NASDAQ","USD","1.00","USD","-"
"TSN","TYSON FOODS INC CLASS A","Consumer Staples","Equity","183,100,325.44","0.03","183,100,325.44","3,510,359.00","52.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrials","Equity","182,767,141.52","0.03","182,767,141.52","1,450,648.00","125.99","United States","NASDAQ","USD","1.00","USD","-"
"GEN","GEN DIGITAL INC","Information Technology","Equity","182,251,032.24","0.03","182,251,032.24","6,885,192.00","26.47","United States","NASDAQ","USD","1.00","USD","-"
"DECK","DECKERS OUTDOOR CORP","Consumer Discretionary","Equity","180,552,798.66","0.03","180,552,798.66","1,822,661.00","99.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KIM","KIMCO REALTY REIT CORP","Real Estate","Equity","179,804,319.42","0.03","179,804,319.42","8,320,422.00","21.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"TXT","TEXTRON INC","Industrials","Equity","178,727,604.20","0.03","178,727,604.20","2,188,948.00","81.65","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CLX","CLOROX","Consumer Staples","Equity","176,765,853.60","0.03","176,765,853.60","1,503,111.00","117.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"INCY","INCYTE CORP","Health Care","Equity","175,945,627.73","0.03","175,945,627.73","2,015,183.00","87.31","United States","NASDAQ","USD","1.00","USD","-"
"EG","EVEREST GROUP LTD","Financials","Equity","175,820,996.35","0.03","175,820,996.35","515,831.00","340.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"COO","COOPER INC","Health Care","Equity","175,419,607.84","0.03","175,419,607.84","2,451,364.00","71.56","United States","NASDAQ","USD","1.00","USD","-"
"MAS","MASCO CORP","Industrials","Equity","175,018,740.10","0.03","175,018,740.10","2,572,670.00","68.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BLDR","BUILDERS FIRSTSOURCE INC","Industrials","Equity","167,023,886.50","0.02","167,023,886.50","1,358,470.00","122.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CF","CF INDUSTRIES HOLDINGS INC","Materials","Equity","165,221,173.74","0.02","165,221,173.74","1,990,137.00","83.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BG","BUNGE GLOBAL SA","Consumer Staples","Equity","164,017,648.25","0.02","164,017,648.25","1,720,525.00","95.33","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BALL","BALL CORP","Materials","Equity","160,669,482.12","0.02","160,669,482.12","3,343,102.00","48.06","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DPZ","DOMINOS PIZZA INC","Consumer Discretionary","Equity","159,846,121.50","0.02","159,846,121.50","383,370.00","416.95","United States","NASDAQ","USD","1.00","USD","-"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrials","Equity","159,356,629.33","0.02","159,356,629.33","939,769.00","169.57","United States","NASDAQ","USD","1.00","USD","-"
"TKO","TKO GROUP HOLDINGS INC CLASS A","Communication","Equity","159,123,377.61","0.02","159,123,377.61","847,167.00","187.83","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DOC","HEALTHPEAK PROPERTIES INC","Real Estate","Equity","157,520,638.80","0.02","157,520,638.80","8,537,704.00","18.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RL","RALPH LAUREN CORP CLASS A","Consumer Discretionary","Equity","153,754,680.60","0.02","153,754,680.60","475,785.00","323.16","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NDSN","NORDSON CORP","Industrials","Equity","152,891,016.00","0.02","152,891,016.00","659,013.00","232.00","United States","NASDAQ","USD","1.00","USD","-"
"AVY","AVERY DENNISON CORP","Materials","Equity","152,722,609.80","0.02","152,722,609.80","958,470.00","159.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IEX","IDEX CORP","Industrials","Equity","152,627,995.50","0.02","152,627,995.50","924,850.00","165.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"FOXA","FOX CORP CLASS A","Communication","Equity","147,032,184.00","0.02","147,032,184.00","2,579,512.00","57.00","United States","NASDAQ","USD","1.00","USD","-"
"LYB","LYONDELLBASELL INDUSTRIES NV CLASS","Materials","Equity","144,996,754.36","0.02","144,996,754.36","3,161,726.00","45.86","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BAX","BAXTER INTERNATIONAL INC","Health Care","Equity","144,951,771.54","0.02","144,951,771.54","6,310,482.00","22.97","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VTRS","VIATRIS INC","Health Care","Equity","144,671,551.60","0.02","144,671,551.60","14,323,916.00","10.10","United States","NASDAQ","USD","1.00","USD","-"
"REG","REGENCY CENTERS REIT CORP","Real Estate","Equity","144,002,356.52","0.02","144,002,356.52","2,007,841.00","71.72","United States","NASDAQ","USD","1.00","USD","-"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Real Estate","Equity","143,858,341.81","0.02","143,858,341.81","1,912,247.00","75.23","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Health Care","Equity","141,485,830.32","0.02","141,485,830.32","692,743.00","204.24","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GNRC","GENERAC HOLDINGS INC","Industrials","Equity","138,785,754.24","0.02","138,785,754.24","720,441.00","192.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ALB","ALBEMARLE CORP","Materials","Equity","137,782,193.25","0.02","137,782,193.25","1,445,925.00","95.29","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Equity","136,886,194.08","0.02","136,886,194.08","895,032.00","152.94","United States","NASDAQ","USD","1.00","USD","-"
"PNW","PINNACLE WEST CORP","Utilities","Equity","136,461,225.00","0.02","136,461,225.00","1,467,325.00","93.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrials","Equity","136,278,583.14","0.02","136,278,583.14","482,129.00","282.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SJM","JM SMUCKER","Consumer Staples","Equity","136,047,279.48","0.02","136,047,279.48","1,309,532.00","103.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SWKS","SKYWORKS SOLUTIONS INC","Information Technology","Equity","135,806,843.15","0.02","135,806,843.15","1,823,645.00","74.47","United States","NASDAQ","USD","1.00","USD","-"
"DAY","DAYFORCE INC","Industrials","Equity","134,080,117.92","0.02","134,080,117.92","1,962,531.00","68.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RVTY","REVVITY INC","Health Care","Equity","134,051,144.00","0.02","134,051,144.00","1,426,076.00","94.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPT","CAMDEN PROPERTY TRUST REIT","Real Estate","Equity","133,757,975.40","0.02","133,757,975.40","1,313,284.00","101.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
